station_id,lat,lon,elevation
915510-99999,-13.85,167.55,18.0
915540-99999,-15.501,167.223,56.1
915550-99999,-16.417,167.8,26.0
915580-99999,-17.75,168.3,18.0
915650-99999,-19.455,169.224,5.8
915680-99999,-20.233,169.767,7.0
915700-99999,-18.483,163.083,5.0
915730-99999,-19.717,163.65,84.0
915740-99999,-19.967,158.483,4.0
915770-99999,-20.546,164.256,12.8
915790-99999,-20.641,166.573,7.0
915820-99999,-20.775,167.24,28.0
915830-99999,-20.933,165.317,13.0
915870-99999,-21.482,168.038,43.0
915900-99999,-22.015,166.213,15.8
915920-99999,-22.267,166.45,72.0
915960-99999,-22.589,167.456,96.0
915980-99999,-22.333,171.333,27.0
916100-99999,1.382,173.147,2.7
916430-80705,-8.517,179.217,2.1
916500-99999,-12.5,177.05,26.0
916520-99999,-16.133,-179.983,63.0
916590-99999,-17.0,178.7,36.0
916600-99999,-16.76,177.546,30.0
916700-99999,-17.15,176.9,5.0
916760-99999,-17.233,-178.95,52.0
916800-99999,-17.755,177.443,18.0
916830-99999,-18.043,178.559,5.2
916910-99999,-18.233,-178.8,3.0
916930-99999,-19.05,178.167,33.0
916970-99999,-19.133,179.75,5.0
916990-99999,-20.667,-178.717,28.0
917530-99999,-13.238,-176.199,24.1
917540-99999,-14.317,-178.117,36.0
917590-99999,-13.83,-172.008,17.7
917620-99999,-13.8,-171.783,2.0
917650-61705,-14.331,-170.714,3.7
917790-99999,-18.583,-173.967,70.0
917800-99999,-18.65,-173.983,10.0
917840-99999,-19.777,-174.341,9.4
917920-00487,-21.23,-175.15,38.1
918000-99999,-9.017,-158.067,2.0
918040-99999,-10.05,-161.1,5.0
918110-99999,-10.915,-165.839,4.6
918220-99999,-19.067,-169.917,22.0
918260-99999,-18.067,-163.183,4.0
918300-99999,-18.831,-159.764,4.3
918400-99999,-20.133,-157.35,9.0
918430-99999,-21.203,-159.806,5.8
919250-99999,-9.8,-139.033,53.0
919300-99999,-16.444,-151.751,3.0
919380-99999,-17.554,-149.607,1.5
919430-99999,-14.483,-145.033,3.0
919440-99999,-18.075,-140.946,3.0
919450-99999,-19.9,-144.949,3.0
919480-99999,-23.133,-134.967,89.0
919520-99999,-21.817,-138.8,3.0
919540-99999,-23.365,-149.524,2.1
919580-99999,-27.617,-144.333,2.0
920350-99999,-9.443,147.22,44.5
930040-99999,-34.433,172.683,216.0
930110-99999,-35.067,173.283,82.0
930230-99999,-35.117,174.017,84.0
930690-99999,-35.9,175.1,60.0
931190-99999,-37.008,174.792,7.0
931850-99999,-37.667,176.2,5.0
931960-99999,-37.55,178.3,46.0
932450-99999,-38.733,176.067,401.0
932910-99999,-38.667,177.983,8.0
933080-99999,-39.017,174.183,36.0
933340-99999,-39.467,175.683,823.0
933730-99999,-39.467,176.867,3.0
934040-99999,-40.317,175.6,39.0
934200-99999,-40.9,174.983,7.0
934340-99999,-41.283,174.767,127.0
934360-99999,-41.327,174.805,12.5
934980-99999,-40.9,176.2,120.0
935160-99999,-41.75,171.6,4.0
935270-99999,-40.55,173.0,3.0
935450-99999,-41.3,173.217,7.0
935970-99999,-41.717,174.267,32.0
936140-99999,-42.717,170.983,44.0
936780-99999,-42.417,173.7,101.0
937090-99999,-43.867,169.0,5.0
937730-99999,-44.3,171.233,27.0
937800-99999,-43.489,172.532,37.5
938000-99999,-45.217,166.883,19.0
938050-99999,-46.15,166.6,44.0
938060-99999,-46.167,166.633,41.0
938310-99999,-45.017,168.733,358.0
938440-99999,-46.412,168.313,1.5
938910-99999,-45.917,170.183,2.0
938960-99999,-45.767,170.733,76.0
939090-99999,-47.267,167.45,102.0
939290-99999,-50.483,166.3,40.0
939440-99999,-52.55,169.15,19.0
939860-99999,-43.81,-176.457,13.1
939970-99999,-29.25,-177.933,49.5
940350-99999,-9.433,147.217,28.0
941000-99999,-14.3,126.633,24.0
941020-99999,-13.75,126.15,8.0
941030-99999,-14.117,123.533,5.0
941050-99999,-12.617,131.05,17.5
941110-99999,-14.233,129.45,18.0
941160-99999,-12.633,130.367,4.0
941190-99999,-11.4,130.417,19.0
941200-99999,-12.415,130.877,31.4
941220-99999,-11.783,130.017,7.0
941250-99999,-13.05,131.017,105.0
941270-99999,-12.233,131.883,1.0
941280-99999,-13.833,131.183,44.0
941300-99999,-14.95,130.8,76.0
941310-99999,-14.521,132.378,135.0
941350-99999,-11.05,132.983,2.0
941370-99999,-12.667,132.9,28.0
941400-99999,-12.117,134.9,16.0
941410-99999,-13.333,133.083,416.0
941430-99999,-13.667,134.333,105.0
941470-99999,-11.017,136.75,19.0
941500-99999,-12.283,136.817,53.0
941510-99999,-13.65,136.933,18.0
941520-99999,-16.083,136.3,17.0
941530-99999,-13.975,136.46,16.2
941710-99999,-12.679,141.925,19.2
941750-99999,-10.567,142.217,8.0
941820-99999,-10.05,143.067,4.0
941830-99999,-13.767,143.117,160.0
941860-99999,-12.783,143.3,20.0
941880-99999,-14.967,145.317,19.0
942030-99999,-17.945,122.232,17.1
942040-99999,-17.583,123.817,78.0
942060-99999,-18.183,125.567,115.0
942070-99999,-17.533,118.95,8.0
942100-99999,-15.517,123.15,5.0
942120-99999,-18.233,127.667,424.0
942140-99999,-15.483,128.117,16.0
942160-99999,-15.778,128.708,44.2
942170-99999,-16.633,128.45,165.0
942250-99999,-15.75,131.917,222.0
942310-99999,-18.333,130.633,317.0
942320-99999,-16.4,131.017,90.0
942340-99999,-16.25,133.367,211.0
942380-99999,-19.633,134.183,377.0
942390-99999,-16.433,136.067,41.0
942480-99999,-15.75,136.8,13.0
942550-99999,-19.917,138.117,232.0
942600-99999,-17.75,139.533,6.0
942610-99999,-18.75,138.7,127.0
942660-99999,-17.683,141.067,19.0
942750-99999,-18.3,143.55,295.0
942830-99999,-15.433,145.183,9.0
942840-99999,-16.717,146.117,8.0
942850-99999,-16.383,145.567,4.0
942870-99999,-16.886,145.755,3.0
942890-99999,-16.467,147.867,8.0
942900-99999,-17.717,148.45,7.0
942940-99999,-19.253,146.765,5.5
942950-99999,-18.517,146.383,10.0
942960-99999,-17.117,152.0,9.0
942980-99999,-19.083,152.383,8.0
942990-99999,-16.288,149.965,9.0
943000-99999,-24.888,113.67,4.0
943020-99999,-22.236,114.089,5.8
943030-99999,-21.45,115.017,6.0
943050-99999,-21.633,115.117,4.0
943060-99999,-21.183,115.967,12.0
943070-99999,-20.367,116.85,29.0
943080-99999,-20.75,117.15,11.0
943100-99999,-19.583,119.1,10.0
943120-99999,-20.378,118.626,10.1
943160-99999,-23.167,117.75,424.0
943170-99999,-23.417,119.8,524.0
943210-99999,-23.267,129.367,455.0
943260-99999,-23.807,133.902,545.3
943270-99999,-22.95,136.15,329.0
943280-99999,-22.45,133.633,567.0
943320-99999,-20.664,139.489,341.7
943350-99999,-20.667,140.5,187.0
943360-99999,-21.8,139.917,289.0
943370-99999,-20.667,141.733,124.0
943380-99999,-21.833,140.883,267.0
943390-99999,-22.383,143.033,184.0
943410-99999,-20.702,143.115,206.0
943420-99999,-22.367,143.083,193.0
943430-99999,-20.817,144.233,316.0
943460-99999,-23.433,144.283,192.0
943630-99999,-23.567,148.183,190.0
943650-99999,-20.495,148.552,25.0
943670-99999,-21.117,149.217,33.0
943680-99999,-20.35,148.95,59.0
943700-99999,-22.733,150.65,32.0
943710-99999,-20.533,150.383,6.0
943730-99999,-23.133,150.75,6.0
943740-99999,-23.382,150.475,10.4
943760-99999,-24.483,150.567,199.0
943780-99999,-23.533,151.283,20.0
943790-99999,-21.967,152.467,8.0
943800-99999,-23.85,151.267,75.0
943810-99999,-23.867,151.217,17.0
943860-99999,-23.45,151.917,6.0
943870-99999,-24.9,152.317,28.0
943880-99999,-24.117,152.717,4.0
943930-99999,-20.933,154.4,13.0
943940-99999,-23.25,155.533,7.0
944020-99999,-25.917,113.517,10.0
944030-99999,-28.796,114.708,36.9
944170-99999,-29.2,116.017,272.0
944290-99999,-28.117,117.833,408.0
944300-99999,-26.614,118.537,519.0
944480-99999,-28.883,121.333,380.0
944490-99999,-28.617,122.417,465.0
944570-99999,-26.133,126.583,460.0
944610-99999,-25.033,128.3,599.0
944620-99999,-25.2,130.983,492.0
944740-99999,-26.267,132.183,704.0
944760-99999,-27.55,135.45,117.0
944880-99999,-25.417,142.65,129.0
945100-99999,-26.413,146.263,305.7
945150-99999,-26.55,148.783,304.0
945170-99999,-28.05,148.6,199.0
945270-99999,-29.467,149.85,212.0
945410-99999,-29.783,151.083,664.0
945490-99999,-26.567,151.833,434.0
945520-99999,-27.411,151.735,406.9
945530-99999,-28.617,151.95,873.0
945550-99999,-28.2,152.1,476.0
945620-99999,-27.55,152.333,94.0
945660-99999,-26.183,152.633,65.0
945670-99999,-25.517,152.717,11.0
945680-99999,-10.951,142.459,10.4
945690-99999,-26.6,153.1,4.0
945700-99999,-26.383,153.033,7.0
945720-99999,-28.833,153.26,9.8
945730-99999,-28.883,153.05,22.0
945750-99999,-27.57,153.008,19.2
945760-99999,-27.483,153.033,8.0
945780-99999,-27.417,153.067,6.0
945800-99999,-27.933,153.433,3.0
945840-99999,-25.933,153.183,95.0
945880-99999,-29.683,151.7,1045.0
945890-99999,-29.433,153.367,30.0
945920-99999,-28.164,153.505,6.4
945940-99999,-27.033,153.467,101.0
945951-99999,-27.641,152.712,27.7
945952-99999,-20.358,148.952,4.6
945955-99999,-12.269,136.818,58.5
945956-99999,-21.715,122.229,295.7
945958-99999,-31.889,152.514,11.6
945960-99999,-28.833,153.55,2.0
945980-99999,-29.183,153.4,63.0
945990-99999,-28.633,153.633,98.0
946010-99999,-34.367,115.133,14.0
946020-99999,-32.017,115.5,43.0
946030-99999,-30.333,115.533,275.0
946050-99999,-32.517,115.717,4.0
946080-99999,-31.917,115.867,25.0
946090-99999,-32.1,115.883,31.0
946100-99999,-31.94,115.967,20.4
946120-99999,-31.668,116.015,45.4
946140-99999,-31.95,115.767,41.0
946150-99999,-31.95,116.05,220.0
946170-99999,-34.25,116.15,287.0
946280-99999,-33.117,118.833,321.0
946310-99999,-34.567,117.017,251.0
946340-99999,-31.233,119.333,356.0
946350-99999,-33.117,118.467,287.0
946370-99999,-30.789,121.462,366.7
946380-99999,-33.833,121.893,27.0
946410-99999,-33.683,117.6,321.0
946430-99999,-31.083,125.65,163.0
946440-99999,-32.2,127.533,3.0
946460-99999,-30.833,128.1,160.0
946470-99999,-31.68,128.879,102.3
946510-99999,-31.45,130.9,65.0
946530-99999,-32.133,133.7,16.0
946550-99999,-30.717,134.583,124.0
946560-99999,-33.65,134.883,5.0
946590-99999,-31.144,136.817,167.0
946620-99999,-33.717,136.5,176.0
946650-99999,-34.383,137.667,186.0
946660-99999,-34.0,137.533,1.0
946720-99999,-34.945,138.531,6.1
946740-99999,-34.605,135.88,11.0
946750-99999,-34.917,138.617,51.0
946770-99999,-35.517,138.817,10.0
946780-99999,-34.733,138.933,525.0
946810-99999,-34.483,139.0,276.0
946820-99999,-34.433,140.6,30.0
946830-99999,-35.167,138.667,365.0
946840-99999,-32.567,139.567,300.0
946850-99999,-33.97,137.67,42.0
946860-99999,-31.083,141.7,182.0
946900-99999,-35.378,140.538,110.8
946910-99999,-32.0,141.467,282.0
946930-99999,-28.705,121.891,467.9
947020-99999,-34.533,144.833,92.0
947030-99999,-30.033,145.95,108.0
947100-99999,-31.533,145.8,218.0
947110-99999,-31.483,145.833,263.6
947120-99999,-34.25,148.25,381.0
947150-99999,-33.367,147.917,231.0
947190-99999,-32.217,148.575,285.0
947200-99999,-33.85,148.65,294.0
947260-99999,-33.383,149.117,951.0
947270-99999,-32.567,149.617,472.0
947290-99999,-33.417,149.65,745.0
947430-99999,-33.617,150.267,1080.0
947460-99999,-34.517,150.417,679.0
947490-99999,-34.383,150.933,10.0
947500-99999,-34.949,150.537,121.9
947520-99999,-33.9,150.733,82.0
947530-99999,-33.601,150.781,20.4
947540-99999,-32.733,150.233,1130.0
947550-99999,-34.04,150.687,70.1
947570-99999,-34.067,150.767,112.0
947590-99999,-33.683,151.233,199.0
947600-99999,-33.85,150.85,100.0
947620-99999,-33.983,150.917,40.0
947630-99999,-33.717,150.683,25.0
947650-99999,-33.924,150.988,8.8
947660-99999,-33.9,151.117,3.0
947670-99999,-33.946,151.177,6.4
947680-99999,-33.85,151.2,40.0
947740-99999,-32.917,151.783,33.0
947750-99999,-32.633,151.583,30.0
947760-99999,-32.795,151.834,9.4
947820-99999,-33.433,151.367,7.0
947850-99999,-31.067,152.767,14.0
947860-99999,-31.433,152.85,5.0
947910-99999,-30.321,153.116,5.0
948020-99999,-34.941,117.802,69.0
948040-99999,-35.333,136.117,32.0
948080-99999,-35.167,138.5,55.0
948090-99999,-35.117,137.733,7.0
948110-99999,-35.567,138.283,342.0
948130-99999,-36.967,139.717,18.0
948140-99999,-35.283,138.9,58.0
948170-99999,-37.3,140.817,58.0
948200-99999,-36.983,140.733,50.0
948210-99999,-37.733,140.783,69.0
948220-99999,-35.85,138.133,59.0
948270-99999,-36.317,141.633,140.0
948280-99999,-38.317,141.467,82.0
948290-99999,-37.65,142.067,242.0
948300-99999,-38.4,142.233,10.0
948330-99999,-37.3,142.6,1150.0
948350-99999,-37.233,143.2,875.0
948360-99999,-37.067,142.733,235.0
948370-99999,-38.283,142.45,71.0
948380-99999,-35.717,142.35,78.0
948390-99999,-36.283,143.35,132.0
948400-99999,-38.067,142.767,131.0
948420-99999,-38.85,143.517,83.0
948430-99999,-35.383,143.533,71.0
948460-99999,-38.45,144.1,95.0
948470-99999,-38.1,144.533,18.0
948500-99999,-39.883,143.883,38.0
948520-99999,-37.517,143.783,436.0
948540-99999,-38.033,144.467,11.0
948550-99999,-36.733,144.317,209.0
948570-99999,-38.167,144.367,35.0
948590-99999,-37.017,144.533,290.0
948600-99999,-37.383,144.967,528.0
948620-99999,-36.017,146.033,129.0
948630-99999,-37.9,144.117,237.0
948640-99999,-37.728,144.902,86.0
948650-99999,-37.867,144.75,20.0
948660-99999,-37.673,144.843,132.3
948680-99999,-37.817,144.967,32.0
948700-99999,-37.976,145.102,15.2
948710-99999,-38.15,145.117,6.0
948720-99999,-37.867,145.333,561.0
948740-99999,-36.883,145.183,141.0
948750-99999,-36.433,145.4,114.0
948780-99999,-36.217,147.533,981.0
948810-99999,-37.217,145.833,638.0
948860-99999,-38.633,145.811,3.6
948890-99999,-36.417,146.3,153.0
948910-99999,-38.217,146.467,56.0
948920-99999,-38.45,145.3,14.0
948930-99999,-39.117,146.417,97.0
948940-99999,-37.15,146.433,1707.0
948955-99999,-38.039,144.469,10.7
948980-99999,-38.35,145.167,14.0
949030-99999,-36.867,147.267,1767.0
949050-99999,-37.05,147.333,1293.0
949060-99999,-36.967,147.133,1849.0
949070-99999,-38.099,147.149,7.0
949080-99999,-37.1,147.6,690.0
949100-99999,-35.165,147.466,220.7
949120-99999,-37.883,147.567,50.0
949130-99999,-37.217,148.267,756.0
949140-99999,-37.333,149.017,641.0
949190-99999,-36.233,148.133,340.0
949210-99999,-36.3,148.967,931.0
949250-99999,-35.417,149.1,588.0
949260-99999,-35.307,149.195,574.9
949270-99999,-35.433,149.783,666.0
949290-99999,-37.0,149.233,762.0
949300-99999,-37.7,148.083,350.0
949330-99999,-37.567,149.9,15.0
949340-99999,-37.25,150.05,20.0
949350-99999,-37.6,149.733,22.0
949380-99999,-35.35,150.483,37.0
949390-99999,-36.25,150.217,54.0
949490-99999,-39.217,146.983,117.0
949530-99999,-40.833,145.083,9.0
949540-99999,-40.667,144.683,92.0
949550-99999,-41.383,146.317,295.0
949560-99999,-42.15,145.283,22.0
949570-99999,-42.483,146.717,91.0
949590-99999,-42.283,146.283,667.0
949600-99999,-42.45,147.467,462.0
949620-99999,-43.65,146.267,148.0
949640-99999,-42.717,146.9,27.0
949680-99999,-41.545,147.214,171.3
949690-99999,-41.417,147.117,5.0
949700-99999,-42.883,147.333,51.0
949740-99999,-42.199,145.17,19.3
949750-99999,-42.836,147.51,4.0
949770-99999,-43.2,146.767,830.0
949800-99999,-40.1,148.0,10.0
949830-99999,-41.0,148.35,21.0
949870-99999,-42.0,148.283,56.0
949950-99999,-31.542,159.079,7.0
949960-99999,-29.042,167.939,113.1
949970-99999,-53.1,73.717,12.0
949980-99999,-54.499,158.937,8.3
949999-00091,-30.47,138.42,193.0
949999-00108,-34.93,138.58,40.0
949999-00209,-31.08,150.85,411.0
951010-99999,-14.083,126.383,52.0
951110-99999,-14.25,129.533,29.0
951210-99999,-12.6,131.3,15.0
951420-99999,-12.05,134.233,29.0
951460-99999,-12.0,135.567,9.0
952040-99999,-17.9,122.317,32.0
952050-99999,-17.367,123.667,7.0
952140-99999,-15.5,128.15,4.0
952860-99999,-17.067,145.433,473.0
952880-99999,-15.5,147.117,13.0
952920-99999,-17.6,146.0,19.0
952930-99999,-19.417,146.533,559.0
952950-99999,-19.617,147.383,12.0
952960-99999,-19.45,147.483,8.0
953030-99999,-20.65,115.567,24.0
953040-99999,-20.883,115.4,7.0
953050-99999,-21.667,115.117,11.0
953070-99999,-20.717,116.767,6.0
953170-99999,-21.183,119.75,183.0
953220-99999,-20.183,130.017,339.0
953510-99999,-24.417,145.433,282.0
953690-99999,-22.35,149.517,10.0
953700-99999,-22.47,150.18,28.0
954020-99999,-25.9,113.583,34.0
954480-99999,-27.85,120.7,498.0
954580-99999,-29.033,134.717,226.0
954800-99999,-29.667,138.067,51.0
954810-99999,-28.1,140.2,38.0
954820-99999,-25.898,139.348,47.9
954850-99999,-29.451,142.058,178.0
954870-99999,-27.417,141.817,115.0
954920-99999,-27.986,143.811,132.0
955290-99999,-26.65,150.183,305.0
955430-99999,-25.617,151.617,112.0
955510-99999,-27.55,151.917,642.0
955650-99999,-25.317,152.883,15.0
955660-99999,-26.95,152.967,36.0
955700-99999,-29.75,153.033,26.0
955710-99999,-29.617,152.967,26.0
955720-99999,-26.65,152.933,33.0
955750-99999,-27.967,152.983,48.0
955910-99999,-27.217,153.1,13.0
956060-99999,-31.017,115.317,5.0
956070-99999,-32.233,115.683,6.0
956100-99999,-32.017,116.133,385.0
956110-99999,-33.683,115.4,17.0
956120-99999,-31.467,115.867,75.0
956170-99999,-34.583,116.35,191.0
956210-99999,-33.367,116.167,200.0
956250-99999,-31.617,117.217,217.0
956290-99999,-30.283,116.667,326.0
956320-99999,-33.95,116.133,179.0
956350-99999,-33.933,120.133,27.0
956360-99999,-33.883,119.1,306.0
956380-99999,-33.683,121.833,144.0
956390-99999,-32.983,121.617,249.0
956400-99999,-32.667,116.667,275.0
956410-99999,-34.033,115.1,81.0
956420-99999,-32.217,121.75,263.0
956440-99999,-33.55,120.7,220.0
956470-99999,-34.95,116.717,74.0
956540-99999,-33.05,135.45,87.0
956580-99999,-30.483,136.883,100.0
956590-99999,-34.75,137.517,32.0
956620-99999,-32.85,135.15,166.0
956630-99999,-34.25,135.717,58.0
956640-99999,-33.059,137.514,12.5
956660-99999,-32.517,137.717,14.0
956670-99999,-33.817,138.6,396.0
956700-99999,-33.783,138.217,109.0
956710-99999,-34.517,138.683,65.0
956760-99999,-34.703,138.621,20.4
956770-99999,-34.793,138.633,17.4
956780-99999,-34.967,138.7,730.0
956870-99999,-34.2,140.683,32.0
956950-99999,-31.517,143.383,95.0
956970-99999,-32.883,144.317,100.0
956990-99999,-30.85,143.07,158.0
957040-99999,-34.25,146.067,135.0
957050-99999,-34.617,146.433,164.0
957080-99999,-33.067,147.217,194.0
957090-99999,-33.933,147.2,258.0
957100-99999,-31.983,147.95,216.0
957150-99999,-30.033,148.117,134.0
957160-99999,-34.817,149.733,641.0
957170-99999,-33.133,148.233,324.0
957180-99999,-30.983,148.383,182.0
957190-99999,-32.217,148.567,285.0
957220-99999,-34.433,147.517,281.0
957280-99999,-31.317,149.267,646.0
957340-99999,-30.317,149.817,230.0
957400-99999,-30.95,150.25,263.0
957470-99999,-31.733,150.8,730.0
957480-99999,-34.567,150.783,8.0
957490-99999,-34.65,150.85,16.0
957540-99999,-32.183,150.167,376.0
957580-99999,-32.033,150.833,223.0
957650-99999,-33.833,151.067,4.0
957670-99999,-33.083,151.467,6.0
957700-99999,-33.267,151.567,20.0
957710-99999,-32.783,151.333,62.0
957730-99999,-30.533,151.617,1081.0
957740-99999,-33.283,151.217,305.0
957840-99999,-31.883,152.517,9.0
958050-99999,-35.75,136.6,158.0
958060-99999,-35.283,136.933,44.0
958070-99999,-35.717,137.517,6.0
958150-99999,-36.1,140.317,28.0
958160-99999,-37.183,139.8,4.0
958180-99999,-35.067,139.233,46.0
958230-99999,-36.65,140.517,35.0
958250-99999,-37.583,141.333,131.0
958270-99999,-37.117,141.8,189.0
958310-99999,-35.117,142.0,105.0
958320-99999,-37.017,141.267,155.0
958330-99999,-36.333,145.067,104.0
958350-99999,-36.667,142.3,133.0
958360-99999,-36.433,145.267,114.0
958370-99999,-36.1,146.5,175.0
958390-99999,-36.667,142.167,134.0
958400-99999,-37.7,142.933,227.0
958450-99999,-38.233,143.783,262.0
958660-99999,-37.733,144.9,79.0
958670-99999,-37.867,145.25,80.0
958690-99999,-35.567,144.95,95.0
958740-99999,-37.733,145.1,66.0
958900-99999,-38.567,146.75,18.0
958960-99999,-36.067,146.95,165.0
959010-99999,-37.833,146.267,1520.0
959090-99999,-36.5,148.283,1368.0
959130-99999,-37.75,147.133,480.0
959160-99999,-35.933,148.383,1483.0
959180-99999,-37.683,148.467,63.0
959250-99999,-35.533,148.767,1760.0
959290-99999,-36.917,149.9,2.0
959310-99999,-36.667,149.817,42.0
959370-99999,-35.9,150.15,4.0
959400-99999,-35.083,150.8,84.0
959520-99999,-41.85,145.533,1120.0
959560-99999,-41.15,145.15,340.0
959570-99999,-41.0,145.733,12.0
959580-99999,-43.05,146.267,408.0
959590-99999,-41.9,146.667,1056.0
959600-99999,-41.167,146.417,10.0
959610-99999,-42.983,145.5,35.0
959620-99999,-43.067,146.7,495.0
959640-99999,-41.05,146.783,4.0
959670-99999,-43.483,147.15,60.0
959690-99999,-41.733,147.083,150.0
959720-99999,-42.683,147.417,45.0
959740-99999,-41.633,147.967,237.0
959770-99999,-42.983,147.067,65.0
959790-99999,-42.9,147.233,1260.5
959810-99999,-41.333,148.267,49.0
959850-99999,-40.717,148.117,15.0
959860-99999,-43.233,148.0,241.0
959880-99999,-42.667,148.017,28.0
960010-99999,5.874,95.34,113.0
960011-99999,1.217,111.45,11.0
960090-99999,5.227,96.95,27.4
960110-99999,5.524,95.42,19.8
960150-99999,4.25,96.117,90.0
960330-99999,3.8,98.7,3.0
960350-99999,3.558,98.672,34.7
960730-99999,1.556,98.889,13.1
960750-99999,1.166,97.705,6.1
960870-99999,1.117,104.117,24.0
960910-99999,0.923,104.532,18.0
961090-99999,0.461,101.445,31.1
961450-99999,3.2,106.25,3.0
961630-99999,-0.875,100.352,2.7
961710-99999,-0.35,102.333,18.6
961790-99999,-0.479,104.579,30.0
962210-99999,-2.898,104.701,14.9
962370-99999,-2.17,106.13,34.0
962490-99999,-2.746,107.755,51.0
962530-99999,-3.864,102.339,15.2
962950-99999,-5.247,105.183,83.0
963150-99999,4.944,114.928,22.3
964130-99999,1.485,110.347,27.1
964210-99999,2.262,111.985,37.2
964410-99999,3.124,113.02,22.6
964490-99999,4.322,113.987,18.0
964650-99999,5.301,115.25,30.8
964710-99999,5.937,116.051,3.0
964770-99999,6.917,116.833,5.0
964810-99999,4.313,118.122,17.4
964910-99999,5.901,118.059,14.0
965090-99999,3.333,117.567,6.0
965250-99999,2.85,117.333,50.0
965290-99999,2.15,117.433,17.4
965350-99999,1.767,109.3,15.0
965570-99999,-0.35,111.783,37.0
965590-99999,0.064,111.473,29.9
965650-99999,0.883,112.933,0.0
965810-99999,-0.151,109.404,3.0
965950-99999,-0.95,114.9,60.0
966070-99999,-0.485,117.157,10.0
966150-99999,-1.817,109.963,14.0
966330-99999,-1.268,116.894,3.7
966450-99999,-2.705,111.673,25.0
966550-99999,-2.233,113.95,27.0
966850-99999,-3.442,114.763,20.1
967390-99999,-6.3,106.567,46.0
967410-99999,-6.1,106.867,2.0
